measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,1,Number,1997,51365.141136436265,52801.30413078349,48923.982032684165
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,1997,0.38125723613323087,0.3911487396425952,0.3629017974224473
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,1997,494.22204448496194,508.0404317331271,470.73384574790816
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,1,Number,1996,50260.87606758108,51673.873831722405,47817.39229082268
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,1996,0.3795553465953808,0.38967635705997505,0.36088527932006986
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,1996,481.6528145019176,495.1936518933791,458.2367714412466
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,1,Number,1998,52612.04970218964,54119.22946991502,50128.14858414787
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,1998,0.3831313783098891,0.3929024221857039,0.36569275923842526
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,1998,508.55952551551263,523.1282532476525,484.5495965891703
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,1,Number,1999,54787.43527440529,56184.79093385157,52032.85561709348
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,1999,0.3886773281156592,0.39835033746693504,0.3712949792691307
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,1999,532.3480963450808,545.9256551685148,505.5829223694009
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,1,Number,2001,55929.25886238705,57423.66999378851,53275.326613026074
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,2001,0.40010255113064724,0.409932746246157,0.382195402918512
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,2001,549.6407455231746,564.3269628106709,523.5594183291942
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,1,Number,2000,52778.43372696055,54233.1958183302,50133.96015119078
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,2000,0.39347546709348447,0.4036326448194651,0.3752265288802492
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,2000,515.6501392733559,529.8632983622583,489.81338984072175
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,1,Number,2002,59442.22098037023,60997.81229576879,56681.73373035497
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,2002,0.40687444657759936,0.4161210698278976,0.38938118903693697
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,2002,588.1825511013187,603.5751736055201,560.867447354895
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,1,Number,2004,58116.643384173425,59761.073648774254,55401.009667168895
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,2004,0.41556908768426654,0.4255021530789222,0.39673178888853
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,2004,583.2402052018215,599.7431859164143,555.9869662993485
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,1,Number,2003,58660.378109331774,60164.004463938305,56010.82408476777
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,2003,0.41241481090100024,0.421842747460027,0.39435396583863314
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,2003,584.6509750384087,599.6371828101303,558.2436385396381
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,1,Number,2005,59769.434678924976,61314.25706815707,56951.29200391422
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,2005,0.4194400308745557,0.4294557777311385,0.4005870598588717
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,2005,603.8449970196597,619.4521928386079,575.3735656880057
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,1,Number,2008,57125.532816552106,58780.3104194358,54256.41748312787
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,2008,0.4299346172329113,0.44177519410380967,0.4085370936832511
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,2008,585.8748444557401,602.8461097183614,556.4494296400293
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,1,Number,2009,58249.39442157011,59913.38794172359,55330.71197393953
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,2009,0.4340918874711721,0.4463809464709672,0.4122987410382729
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,2009,599.6537835589642,616.7839189034805,569.6071368923556
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,1,Number,2007,56612.5930302323,58228.49058673699,53755.84840667504
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,2007,0.4269699004426047,0.43836410579374496,0.4058100980715263
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,2007,578.2720977872165,594.7777623362716,549.0917402398308
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,1,Number,2006,58710.44878831553,60281.54085904815,55818.50515551834
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,2006,0.4237622105436699,0.4346043201005762,0.4039616270639318
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,2006,596.7751973351955,612.744906303421,567.3794037794802
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,1,Number,2010,59118.26619741613,60911.46534105694,56046.775581313734
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,2010,0.43591322599285054,0.44813163322992955,0.4136815287356854
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,2010,610.8592300345898,629.3880590859214,579.1220274152604
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,1,Number,2011,60755.97844298912,62546.1578174309,57502.23947510151
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,2011,0.43993514586204424,0.45267384249608467,0.4168064870910781
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,2011,630.1224663486887,648.6890711757073,596.3767498637831
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,1,Number,2015,55248.10901276957,59427.078367329465,50342.05651195866
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,2015,0.45600049484110555,0.4729094247845511,0.42556758142215617
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,2015,577.119267478198,620.7725938239024,525.8708632147485
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,1,Number,2012,55847.23462592161,57734.15964904519,52486.23342995747
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,2012,0.4464707364035433,0.4602375792522497,0.42081963862018684
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,2012,580.8060149489614,600.4298586455888,545.8519169718256
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,1,Number,2013,56287.08987672477,59394.24238183449,52425.36828667775
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,2013,0.45343276518999737,0.46841393642256013,0.4259774179134584
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,2013,586.3917142252025,618.7616322263077,546.1607918590325
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,1,Number,2014,56205.26886598537,59329.61392360567,51927.99075526924
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,2014,0.4566685187791133,0.4724734934976065,0.4278725369468496
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,2014,586.3924185556111,618.9888688832237,541.7673592545293
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,1,Number,2016,55490.03839825306,59402.00140187271,50224.285642950585
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,2016,0.4561553439769568,0.474079446352487,0.4238633445664525
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,2016,580.4027367481704,621.3202437259632,525.3251516817861
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,1,Number,2017,55765.74478798791,63160.81922939924,48413.61349307645
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,2017,0.4546730829516241,0.4746191462435088,0.4220010670722777
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,2017,584.2826890723336,661.7641967065439,507.25111602089606
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,1,Number,2018,54610.00818072068,64265.785801622864,45587.73387016471
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,2018,0.4506020608184817,0.4709305651060816,0.41779458496496386
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,2018,573.3753754498161,674.7557872659642,478.6464037363015
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,1,Number,2019,54617.8596974592,66662.76243079331,44896.817500178775
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,2019,0.44882861655630396,0.4702261420255978,0.41494584865866907
1,Deaths,57,Belarus,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,2019,574.8773194610499,701.6552897964623,472.55901713840694
